obs_id;Level;Object;constraint_string;op_type;dictionary;data_object;template;left_op;right_op;model_id;model_name;support;nat_lang_template;individual_relevance_scores;semantic_based_relevance;fitted_obs_id;relevance_score;log_label_left;log_label_right;violation;num_violations
37273736-fc18-45b7-a519-9da6b8926df8_Object_change delivery indicator_Object_cancel subsequent invoice;Activity;;Alternate Succession[change delivery indicator, cancel subsequent invoice] | | |;Binary;set();set();Alternate Succession;change delivery indicator;cancel subsequent invoice;['2ba38a43f4794674b319fc31c9898311'];['assignment 8 top level Jane Doe '];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'change delivery indicator': 0.5396507978439331, 'cancel subsequent invoice': 0.601757287979126};0.5707040429115295;37273736-fc18-45b7-a519-9da6b8926df8_Object_change delivery indicator_Object_cancel subsequent invoice;0.5172050671918051;['Change Delivery Indicator'];['Cancel Subsequent Invoice'];37273736-fc18-45b7-a519-9da6b8926df8_Object_change delivery indicator_Object_cancel subsequent invoice;203
37273736-fc18-45b7-a519-9da6b8926df8_Object_change delivery indicator_Object_record subsequent invoice;Activity;;Alternate Succession[change delivery indicator, record subsequent invoice] | | |;Binary;set();set();Alternate Succession;change delivery indicator;record subsequent invoice;['2ba38a43f4794674b319fc31c9898311'];['assignment 8 top level Jane Doe '];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'change delivery indicator': 0.5396507978439331, 'record subsequent invoice': 0.6759073138237};0.6077790558338165;37273736-fc18-45b7-a519-9da6b8926df8_Object_change delivery indicator_Object_record subsequent invoice;0.5505725788218635;['Change Delivery Indicator'];['Record Subsequent Invoice'];37273736-fc18-45b7-a519-9da6b8926df8_Object_change delivery indicator_Object_record subsequent invoice;187
1c958c94-8be5-4825-a967-54fe32b1ac40_Object_cancel invoice receipt_Object_clear invoice;Activity;;Succession[cancel invoice receipt, clear invoice] | | |;Binary;set();set();Succession;cancel invoice receipt;clear invoice;['2c02f9f9933d463eafbbc6352e537b66'];['Quality Assurance'];1;{1} occurs if and only if it is followed by {2};{'cancel invoice receipt': 0.5580798387527466, 'clear invoice': 0.5469820499420166};0.5525309443473816;1c958c94-8be5-4825-a967-54fe32b1ac40_Object_cancel invoice receipt_Object_clear invoice;0.500849278484072;['Cancel Invoice Receipt'];['Clear Invoice'];1c958c94-8be5-4825-a967-54fe32b1ac40_Object_cancel invoice receipt_Object_clear invoice;9522
f9f0dcd4-5665-4660-8ae9-2c6fab6ad0c2_Object_change delivery indicator_Object_record invoice receipt;Activity;;Alternate Succession[change delivery indicator, record invoice receipt] | | |;Binary;set();set();Alternate Succession;change delivery indicator;record invoice receipt;['2c02f9f9933d463eafbbc6352e537b66'];['Quality Assurance'];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'change delivery indicator': 0.5396507978439331, 'record invoice receipt': 0.5957424640655518};0.5676966309547424;f9f0dcd4-5665-4660-8ae9-2c6fab6ad0c2_Object_change delivery indicator_Object_record invoice receipt;0.5144983964306967;['Change Delivery Indicator'];['Record Invoice Receipt'];f9f0dcd4-5665-4660-8ae9-2c6fab6ad0c2_Object_change delivery indicator_Object_record invoice receipt;11074
f9f0dcd4-5665-4660-8ae9-2c6fab6ad0c2_Object_cancel invoice receipt_Object_record invoice receipt;Activity;;Alternate Succession[cancel invoice receipt, record invoice receipt] | | |;Binary;set();set();Alternate Succession;cancel invoice receipt;record invoice receipt;['2c02f9f9933d463eafbbc6352e537b66'];['Quality Assurance'];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'cancel invoice receipt': 0.5093867778778076, 'record invoice receipt': 0.5957424640655518};0.5525646209716797;f9f0dcd4-5665-4660-8ae9-2c6fab6ad0c2_Object_cancel invoice receipt_Object_record invoice receipt;0.5008795874459403;['Cancel Invoice Receipt'];['Record Invoice Receipt'];f9f0dcd4-5665-4660-8ae9-2c6fab6ad0c2_Object_cancel invoice receipt_Object_record invoice receipt;11146
a5cc7611-4aee-4048-b778-1acb280d74c7_Object_record goods receipt_Object_vendor creates invoice;Activity;;Succession[record goods receipt, vendor creates invoice] | | |;Binary;set();set();Succession;record goods receipt;vendor creates invoice;['2c02f9f9933d463eafbbc6352e537b66'];['Quality Assurance'];1;{1} occurs if and only if it is followed by {2};{'record goods receipt': 0.5147591829299927, 'vendor creates invoice': 0.6045172810554504};0.5596382319927216;a5cc7611-4aee-4048-b778-1acb280d74c7_Object_record goods receipt_Object_vendor creates invoice;0.5072458373648779;['Record Goods Receipt'];['Vendor creates invoice'];a5cc7611-4aee-4048-b778-1acb280d74c7_Object_record goods receipt_Object_vendor creates invoice;9768
a5cc7611-4aee-4048-b778-1acb280d74c7_Object_cancel goods receipt_Object_vendor creates invoice;Activity;;Succession[cancel goods receipt, vendor creates invoice] | | |;Binary;set();set();Succession;cancel goods receipt;vendor creates invoice;['2c02f9f9933d463eafbbc6352e537b66'];['Quality Assurance'];1;{1} occurs if and only if it is followed by {2};{'cancel goods receipt': 0.5039343237876892, 'vendor creates invoice': 0.6045172810554504};0.5542258024215698;a5cc7611-4aee-4048-b778-1acb280d74c7_Object_cancel goods receipt_Object_vendor creates invoice;0.5023746507508414;['Cancel Goods Receipt'];['Vendor creates invoice'];a5cc7611-4aee-4048-b778-1acb280d74c7_Object_cancel goods receipt_Object_vendor creates invoice;10882
4e0411d2-ef85-47a3-ad70-2a4a05b6cbc6_Object_change delivery indicator_Object_vendor creates invoice;Activity;;Succession[change delivery indicator, vendor creates invoice] | | |;Binary;set();{'2c02f9f9933d463eafbbc6352e537b66sid-05A01938-71D7-48CC-84DB-EC4A79D7B710'};Succession;change delivery indicator;vendor creates invoice;['2c02f9f9933d463eafbbc6352e537b66'];['Quality Assurance'];1;{1} occurs if and only if it is followed by {2};{'change delivery indicator': 0.5394808650016785, 'vendor creates invoice': 0.6045172810554504};0.5719990730285645;4e0411d2-ef85-47a3-ad70-2a4a05b6cbc6_Object_change delivery indicator_Object_vendor creates invoice;0.5183705942971366;['Change Delivery Indicator'];['Vendor creates invoice'];4e0411d2-ef85-47a3-ad70-2a4a05b6cbc6_Object_change delivery indicator_Object_vendor creates invoice;10732
30e04823-44c1-4e52-88d8-344e81c03f68_Object_record goods receipt_Object_vendor creates invoice;Activity;;Alternate Succession[record goods receipt, vendor creates invoice] | | |;Binary;set();set();Alternate Succession;record goods receipt;vendor creates invoice;['2c02f9f9933d463eafbbc6352e537b66'];['Quality Assurance'];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'record goods receipt': 0.5147591829299927, 'vendor creates invoice': 0.6045172810554504};0.5596382319927216;30e04823-44c1-4e52-88d8-344e81c03f68_Object_record goods receipt_Object_vendor creates invoice;0.5072458373648779;['Record Goods Receipt'];['Vendor creates invoice'];30e04823-44c1-4e52-88d8-344e81c03f68_Object_record goods receipt_Object_vendor creates invoice;11053
30e04823-44c1-4e52-88d8-344e81c03f68_Object_cancel goods receipt_Object_vendor creates invoice;Activity;;Alternate Succession[cancel goods receipt, vendor creates invoice] | | |;Binary;set();set();Alternate Succession;cancel goods receipt;vendor creates invoice;['2c02f9f9933d463eafbbc6352e537b66'];['Quality Assurance'];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'cancel goods receipt': 0.5039343237876892, 'vendor creates invoice': 0.6045172810554504};0.5542258024215698;30e04823-44c1-4e52-88d8-344e81c03f68_Object_cancel goods receipt_Object_vendor creates invoice;0.5023746507508414;['Cancel Goods Receipt'];['Vendor creates invoice'];30e04823-44c1-4e52-88d8-344e81c03f68_Object_cancel goods receipt_Object_vendor creates invoice;10907
c60b990b-f083-4c4e-8aca-3a392959c985_Object_change delivery indicator_Object_cancel goods receipt;Activity;;Succession[change delivery indicator, cancel goods receipt] | | |;Binary;set();set();Succession;change delivery indicator;cancel goods receipt;['2c6143e599de48f8a60d1398f8f1d618'];['Enter and check'];1;{1} occurs if and only if it is followed by {2};{'change delivery indicator': 0.5394808650016785, 'cancel goods receipt': 0.5751938819885254};0.5573373734951019;c60b990b-f083-4c4e-8aca-3a392959c985_Object_change delivery indicator_Object_cancel goods receipt;0.5051750647170203;['Change Delivery Indicator'];['Cancel Goods Receipt'];c60b990b-f083-4c4e-8aca-3a392959c985_Object_change delivery indicator_Object_cancel goods receipt;621
abb030e6-fcbd-4ddb-9714-c31cab0ca1a3_Object_change approval for purchase order_Object_record invoice receipt;Activity;;Succession[change approval for purchase order, record invoice receipt] | | |;Binary;set();{'305b1967e89d46c48b9226c60be5f440sid-a022c3be81bc4420aa99d44f346f6056'};Succession;change approval for purchase order;record invoice receipt;['305b1967e89d46c48b9226c60be5f440'];['LAB 4 part 2'];1;{1} occurs if and only if it is followed by {2};{'change approval for purchase order': 0.5456568598747253, 'record invoice receipt': 0.5654983520507812};0.5555776059627533;abb030e6-fcbd-4ddb-9714-c31cab0ca1a3_Object_change approval for purchase order_Object_record invoice receipt;0.5035912739379066;['Change Approval for Purchase Order'];['Record Invoice Receipt'];abb030e6-fcbd-4ddb-9714-c31cab0ca1a3_Object_change approval for purchase order_Object_record invoice receipt;11104
abb030e6-fcbd-4ddb-9714-c31cab0ca1a3_Object_change approval for purchase order_Object_clear invoice;Activity;;Succession[change approval for purchase order, clear invoice] | | |;Binary;set();{'305b1967e89d46c48b9226c60be5f440sid-a022c3be81bc4420aa99d44f346f6056'};Succession;change approval for purchase order;clear invoice;['305b1967e89d46c48b9226c60be5f440'];['LAB 4 part 2'];1;{1} occurs if and only if it is followed by {2};{'change approval for purchase order': 0.5456568598747253, 'clear invoice': 0.6170536279678345};0.5813552439212799;abb030e6-fcbd-4ddb-9714-c31cab0ca1a3_Object_change approval for purchase order_Object_clear invoice;0.5267911481005805;['Change Approval for Purchase Order'];['Clear Invoice'];abb030e6-fcbd-4ddb-9714-c31cab0ca1a3_Object_change approval for purchase order_Object_clear invoice;9652
abb030e6-fcbd-4ddb-9714-c31cab0ca1a3_Object_reactivate purchase order item_Object_clear invoice;Activity;;Succession[reactivate purchase order item, clear invoice] | | |;Binary;set();{'305b1967e89d46c48b9226c60be5f440sid-a022c3be81bc4420aa99d44f346f6056'};Succession;reactivate purchase order item;clear invoice;['305b1967e89d46c48b9226c60be5f440'];['LAB 4 part 2'];1;{1} occurs if and only if it is followed by {2};{'reactivate purchase order item': 0.5067662596702576, 'clear invoice': 0.6170536279678345};0.561909943819046;abb030e6-fcbd-4ddb-9714-c31cab0ca1a3_Object_reactivate purchase order item_Object_clear invoice;0.50929037800857;['Reactivate Purchase Order Item'];['Clear Invoice'];abb030e6-fcbd-4ddb-9714-c31cab0ca1a3_Object_reactivate purchase order item_Object_clear invoice;9677
abb030e6-fcbd-4ddb-9714-c31cab0ca1a3_Object_release purchase order_Object_vendor creates invoice;Activity;;Succession[release purchase order, vendor creates invoice] | | |;Binary;set();{'305b1967e89d46c48b9226c60be5f440sid-a022c3be81bc4420aa99d44f346f6056'};Succession;release purchase order;vendor creates invoice;['305b1967e89d46c48b9226c60be5f440'];['LAB 4 part 2'];1;{1} occurs if and only if it is followed by {2};{'release purchase order': 0.5699558258056641, 'vendor creates invoice': 0.5493106245994568};0.5596332252025604;abb030e6-fcbd-4ddb-9714-c31cab0ca1a3_Object_release purchase order_Object_vendor creates invoice;0.5072413312537329;['Release Purchase Order'];['Vendor creates invoice'];abb030e6-fcbd-4ddb-9714-c31cab0ca1a3_Object_release purchase order_Object_vendor creates invoice;10721
abb030e6-fcbd-4ddb-9714-c31cab0ca1a3_Object_release purchase order_Object_record invoice receipt;Activity;;Succession[release purchase order, record invoice receipt] | | |;Binary;set();{'305b1967e89d46c48b9226c60be5f440sid-a022c3be81bc4420aa99d44f346f6056'};Succession;release purchase order;record invoice receipt;['305b1967e89d46c48b9226c60be5f440'];['LAB 4 part 2'];1;{1} occurs if and only if it is followed by {2};{'release purchase order': 0.5699558258056641, 'record invoice receipt': 0.5654983520507812};0.5677270889282227;abb030e6-fcbd-4ddb-9714-c31cab0ca1a3_Object_release purchase order_Object_record invoice receipt;0.514525808606829;['Release Purchase Order'];['Record Invoice Receipt'];abb030e6-fcbd-4ddb-9714-c31cab0ca1a3_Object_release purchase order_Object_record invoice receipt;11127
4d7e5e0a-6f74-43e3-83c4-91227a5f2d46_Object_change approval for purchase order_Object_record invoice receipt;Activity;;Alternate Succession[change approval for purchase order, record invoice receipt] | | |;Binary;set();set();Alternate Succession;change approval for purchase order;record invoice receipt;['306d109a702341bdb9eb7669c0ebb08b'];['Activating Phone Landline'];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'change approval for purchase order': 0.5456568598747253, 'record invoice receipt': 0.5654983520507812};0.5555776059627533;4d7e5e0a-6f74-43e3-83c4-91227a5f2d46_Object_change approval for purchase order_Object_record invoice receipt;0.5035912739379066;['Change Approval for Purchase Order'];['Record Invoice Receipt'];4d7e5e0a-6f74-43e3-83c4-91227a5f2d46_Object_change approval for purchase order_Object_record invoice receipt;11105
4d7e5e0a-6f74-43e3-83c4-91227a5f2d46_Object_reactivate purchase order item_Object_clear invoice;Activity;;Alternate Succession[reactivate purchase order item, clear invoice] | | |;Binary;set();set();Alternate Succession;reactivate purchase order item;clear invoice;['306d109a702341bdb9eb7669c0ebb08b'];['Activating Phone Landline'];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'reactivate purchase order item': 0.5067662596702576, 'clear invoice': 0.6170536279678345};0.561909943819046;4d7e5e0a-6f74-43e3-83c4-91227a5f2d46_Object_reactivate purchase order item_Object_clear invoice;0.50929037800857;['Reactivate Purchase Order Item'];['Clear Invoice'];4d7e5e0a-6f74-43e3-83c4-91227a5f2d46_Object_reactivate purchase order item_Object_clear invoice;9678
4d7e5e0a-6f74-43e3-83c4-91227a5f2d46_Object_release purchase order_Object_vendor creates invoice;Activity;;Alternate Succession[release purchase order, vendor creates invoice] | | |;Binary;set();set();Alternate Succession;release purchase order;vendor creates invoice;['306d109a702341bdb9eb7669c0ebb08b'];['Activating Phone Landline'];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'release purchase order': 0.5699558258056641, 'vendor creates invoice': 0.5493106245994568};0.5596332252025604;4d7e5e0a-6f74-43e3-83c4-91227a5f2d46_Object_release purchase order_Object_vendor creates invoice;0.5072413312537329;['Release Purchase Order'];['Vendor creates invoice'];4d7e5e0a-6f74-43e3-83c4-91227a5f2d46_Object_release purchase order_Object_vendor creates invoice;10721
4ae21399-7b65-4c0f-aabc-beb284634683_Object_purchase order;Object;purchase order;Succession[set, transmit] | | |;Binary;set();set();Succession;set;transmit;['18f8b68746f74f9193126cbd4e3436e8', 'c19c1e7624d0496e88a87f6401b44333', 'c955aa8ee67e48028e744a38453ae718', 'f0e2a02b06cf484eb6331a90f00a3d6c', 'f1d664920c564eefacb4b8dea4c53cef', '611a23b85d8a462aba6d4e18c7171a2b', 'e11a5dc90b7c452dbc34efddde0cb945', '99c7a3a8cbce4e8e89c1ece9f2c2250f', '0dc2a1020b564074a574db07a5050bd5', '9628c460eb0542188aad3aa68a181fd9', '56884b398eba4fb5a38b9d212e7637bd', '6b9b25c77c9e40f9ada2e02719c9ac39', '5acbde1c47ed4eddb2085eedade5df60', '472f280d1c2b436982979702545ac3fc', 'ea13c1f0935a4317a8571d0e4c914243', '855801e9ed2149fe86a05883974fa243', '53d31413494a46d5b88f1e7af1f0eefc', '37a97ae172524d558d2b03e53189b14b', 'cc5bf955cc944ac1b396e0a0f21eeb2a', '8e4c53185ee2410d8df747c2e0db238c', 'f4c9a5e905534f6791225c7a303087a1', '42ad16ffa1c34778b114cab04ebceace', '3012f69aca7943f3b96cca59dba30a31'];['Tuto 3 q1', 'Loan (black)', 'BPMN (Start supplier engagement subprocess)', '12345678', 'Home Loan Application Fragment 2', 'Buch, Seite 84, Aufgabe 3.2', 'Scenario 1', 'Assignment M3', 'PT Q3', 'Traditional', 'Answer opie5', 'Loan Application (3.1)', '12345678_rev1', 'loan', 'Assessing Loan application-Hassandoust', 'ex 5b.3', 'Loan application process', 'week5 page4 (loan provider)', 'Proces 2 12345678 ', 'ass.1', 'tp-2-loan-application', 'Loan Application', 'Loan Application'];24;{1} occurs if and only if it is followed by {2};{'purchase order': 1.0};1.0;4ae21399-7b65-4c0f-aabc-beb284634683_Object_purchase order;0.903732503888025;[];[];4ae21399-7b65-4c0f-aabc-beb284634683_Object_purchase order;61
50eebfd6-2a66-4e06-9f42-e12ecd1c0999_Object_price;Object;price;Alternate Succession[hold, request] | | |;Binary;set();set();Alternate Succession;hold;request;['644dc442735a470899ff8ee1f50ae7df', 'b361b4bd53d044e58efdae4b32afadda', 'b974d8f9a5c74f528cbd4e962af20da0'];['Request Full Medical Report', 'Acquire raw materials', 'Renewal To-Be Process 2 (Updated)'];3;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'price': 0.5659212470054626};0.5659212470054626;50eebfd6-2a66-4e06-9f42-e12ecd1c0999_Object_price;0.5097956852909196;[];[];50eebfd6-2a66-4e06-9f42-e12ecd1c0999_Object_price;5
7c2186f0-1dcc-4867-88d9-c03bc093da9c_Object_price;Object;price;Succession[deliver, hold] | | |;Binary;set();set();Succession;deliver;hold;['0d827e315ca74bf181f5a1f24c903832'];['Delta_BPMN_With_SubProcess'];1;{1} occurs if and only if it is followed by {2};{'price': 0.5659212470054626};0.5659212470054626;7c2186f0-1dcc-4867-88d9-c03bc093da9c_Object_price;0.5094846433002508;[];[];7c2186f0-1dcc-4867-88d9-c03bc093da9c_Object_price;5
c4a3dece-dcfb-415a-b6f7-5a45282d9cc1_Object_purchase order;Object;purchase order;Succession[hold, drop] | | |;Binary;set();set();Succession;hold;drop;['6f52b080ac0f4d338930708605dd1241', 'e62465b6590e4af3a57f4a69ab8865d3'];['Produce Order', 'Produce order'];2;{1} occurs if and only if it is followed by {2};{'purchase order': 0.6005205512046814};0.6005205512046814;c4a3dece-dcfb-415a-b6f7-5a45282d9cc1_Object_purchase order;0.5407795380748821;[];[];c4a3dece-dcfb-415a-b6f7-5a45282d9cc1_Object_purchase order;5
e92d2c44-4d63-476e-b364-aecc6c36120f_Object_purchase order;Object;purchase order;Succession[hand, hold] | | |;Binary;set();set();Succession;hand;hold;['6f52b080ac0f4d338930708605dd1241'];['Produce Order'];1;{1} occurs if and only if it is followed by {2};{'purchase order': 0.6005205512046814};0.6005205512046814;e92d2c44-4d63-476e-b364-aecc6c36120f_Object_purchase order;0.5406240170795477;[];[];e92d2c44-4d63-476e-b364-aecc6c36120f_Object_purchase order;5
8241e8e6-63c9-4265-a6d0-22fb4ef03837_Object_purchase order;Object;purchase order;Alternate Succession[hand, hold] | | |;Binary;set();set();Alternate Succession;hand;hold;['6f52b080ac0f4d338930708605dd1241'];['Produce Order'];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'purchase order': 0.6005205512046814};0.6005205512046814;8241e8e6-63c9-4265-a6d0-22fb4ef03837_Object_purchase order;0.5406240170795477;[];[];8241e8e6-63c9-4265-a6d0-22fb4ef03837_Object_purchase order;5
12c6b0ad-121b-4ef0-a85b-65805d056407_Object_purchase order;Object;purchase order;Alternate Succession[receive, set] | | |;Binary;set();set();Alternate Succession;receive;set;['2754b18aad7d4518bb374f2c3e5a2b37'];['Belum fix. BINGUNG'];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'purchase order': 0.7390336990356445};0.7390336990356445;12c6b0ad-121b-4ef0-a85b-65805d056407_Object_purchase order;0.6652858501274145;[];[];12c6b0ad-121b-4ef0-a85b-65805d056407_Object_purchase order;61
747954f2-9a6f-42a0-9625-25b984a5e205_Object_purchase order;Object;purchase order;Succession[receive, set] | | |;Binary;set();set();Succession;receive;set;['2754b18aad7d4518bb374f2c3e5a2b37'];['Belum fix. BINGUNG'];1;{1} occurs if and only if it is followed by {2};{'purchase order': 0.7390336990356445};0.7390336990356445;747954f2-9a6f-42a0-9625-25b984a5e205_Object_purchase order;0.6652858501274145;[];[];747954f2-9a6f-42a0-9625-25b984a5e205_Object_purchase order;61
9b9de33d-90e9-43c0-a406-f4b00da0b53a_Object_subsequent invoice;Object;subsequent invoice;Alternate Succession[hold, seal] | | |;Binary;set();set();Alternate Succession;hold;seal;['e62465b6590e4af3a57f4a69ab8865d3'];['Produce order'];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'subsequent invoice': 0.7704519033432007};0.7704519033432007;9b9de33d-90e9-43c0-a406-f4b00da0b53a_Object_subsequent invoice;0.693562234004215;[];[];9b9de33d-90e9-43c0-a406-f4b00da0b53a_Object_subsequent invoice;5
9c98d26e-fd83-4de9-9caa-a7d931cc9802_Object_price;Object;price;Alternate Succession[set, transmit] | | |;Binary;set();set();Alternate Succession;set;transmit;['18f8b68746f74f9193126cbd4e3436e8', 'c19c1e7624d0496e88a87f6401b44333', 'c955aa8ee67e48028e744a38453ae718', 'f0e2a02b06cf484eb6331a90f00a3d6c', 'f1d664920c564eefacb4b8dea4c53cef', '611a23b85d8a462aba6d4e18c7171a2b', 'e11a5dc90b7c452dbc34efddde0cb945', '99c7a3a8cbce4e8e89c1ece9f2c2250f', '0dc2a1020b564074a574db07a5050bd5', '9628c460eb0542188aad3aa68a181fd9', '56884b398eba4fb5a38b9d212e7637bd', '6b9b25c77c9e40f9ada2e02719c9ac39', '5acbde1c47ed4eddb2085eedade5df60', '472f280d1c2b436982979702545ac3fc', 'ea13c1f0935a4317a8571d0e4c914243', '855801e9ed2149fe86a05883974fa243', '53d31413494a46d5b88f1e7af1f0eefc', '37a97ae172524d558d2b03e53189b14b', 'cc5bf955cc944ac1b396e0a0f21eeb2a', '8e4c53185ee2410d8df747c2e0db238c', 'f4c9a5e905534f6791225c7a303087a1', '42ad16ffa1c34778b114cab04ebceace', '3012f69aca7943f3b96cca59dba30a31'];['Tuto 3 q1', 'Loan (black)', 'BPMN (Start supplier engagement subprocess)', '12345678', 'Home Loan Application Fragment 2', 'Buch, Seite 84, Aufgabe 3.2', 'Scenario 1', 'Assignment M3', 'PT Q3', 'Traditional', 'Answer opie5', 'Loan Application (3.1)', '12345678_rev1', 'loan', 'Assessing Loan application-Hassandoust', 'ex 5b.3', 'Loan application process', 'week5 page4 (loan provider)', 'Proces 2 12345678 ', 'ass.1', 'tp-2-loan-application', 'Loan Application', 'Loan Application'];24;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'price': 0.5659212470054626};0.5659212470054626;9c98d26e-fd83-4de9-9caa-a7d931cc9802_Object_price;0.5130616261929414;[];[];9c98d26e-fd83-4de9-9caa-a7d931cc9802_Object_price;61
7a8d3c16-1b6b-4627-912c-4fa3ac3f9e3a_Object_price;Object;price;Succession[set, send] | | |;Binary;set();set();Succession;set;send;['18f8b68746f74f9193126cbd4e3436e8', 'c19c1e7624d0496e88a87f6401b44333', 'c955aa8ee67e48028e744a38453ae718', 'f0e2a02b06cf484eb6331a90f00a3d6c', 'f1d664920c564eefacb4b8dea4c53cef', '611a23b85d8a462aba6d4e18c7171a2b', 'e11a5dc90b7c452dbc34efddde0cb945', '99c7a3a8cbce4e8e89c1ece9f2c2250f', '0dc2a1020b564074a574db07a5050bd5', '9628c460eb0542188aad3aa68a181fd9', '56884b398eba4fb5a38b9d212e7637bd', '6b9b25c77c9e40f9ada2e02719c9ac39', '5acbde1c47ed4eddb2085eedade5df60', '472f280d1c2b436982979702545ac3fc', 'ea13c1f0935a4317a8571d0e4c914243', '855801e9ed2149fe86a05883974fa243', '53d31413494a46d5b88f1e7af1f0eefc', '37a97ae172524d558d2b03e53189b14b', 'cc5bf955cc944ac1b396e0a0f21eeb2a', '8e4c53185ee2410d8df747c2e0db238c', 'f4c9a5e905534f6791225c7a303087a1', '42ad16ffa1c34778b114cab04ebceace', '3012f69aca7943f3b96cca59dba30a31'];['Tuto 3 q1', 'Loan (black)', 'BPMN (Start supplier engagement subprocess)', '12345678', 'Home Loan Application Fragment 2', 'Buch, Seite 84, Aufgabe 3.2', 'Scenario 1', 'Assignment M3', 'PT Q3', 'Traditional', 'Answer opie5', 'Loan Application (3.1)', '12345678_rev1', 'loan', 'Assessing Loan application-Hassandoust', 'ex 5b.3', 'Loan application process', 'week5 page4 (loan provider)', 'Proces 2 12345678 ', 'ass.1', 'tp-2-loan-application', 'Loan Application', 'Loan Application'];24;{1} occurs if and only if it is followed by {2};{'price': 0.5659212470054626};0.5659212470054626;7a8d3c16-1b6b-4627-912c-4fa3ac3f9e3a_Object_price;0.5130616261929414;[];[];7a8d3c16-1b6b-4627-912c-4fa3ac3f9e3a_Object_price;61
8c11eba8-8144-4860-b07e-7556d3727124_Object_purchase order_Object_approval;Multi-object;;Succession[purchase order, approval] | | |;Binary;set();set();Succession;purchase order;approval;['0c606b18b95a4ff9970336cf6567d6f7'];['V2 Product based process model'];1;{1} occurs if and only if it is followed by {2};{'purchase order': 0.7686414122581482, 'approval': 0.5393943786621094};0.6540178954601288;8c11eba8-8144-4860-b07e-7556d3727124_Object_purchase order_Object_approval;0.5918419123657288;['Release Purchase Order'];['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];8c11eba8-8144-4860-b07e-7556d3727124_Object_purchase order_Object_approval;650
4839245c-7b04-44ed-bc0a-d81ea9660fb9_Object_order confirmation_Object_approval;Multi-object;;Alternate Succession[order confirmation, approval] | | |;Binary;set();set();Alternate Succession;order confirmation;approval;['0c606b18b95a4ff9970336cf6567d6f7'];['V2 Product based process model'];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'order confirmation': 0.6202767491340637, 'approval': 0.5393943786621094};0.5798355638980865;4839245c-7b04-44ed-bc0a-d81ea9660fb9_Object_order confirmation_Object_approval;0.5250778139598907;['Receive Order Confirmation'];['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];4839245c-7b04-44ed-bc0a-d81ea9660fb9_Object_order confirmation_Object_approval;702
4839245c-7b04-44ed-bc0a-d81ea9660fb9_Object_purchase order_Object_approval;Multi-object;;Alternate Succession[purchase order, approval] | | |;Binary;set();set();Alternate Succession;purchase order;approval;['0c606b18b95a4ff9970336cf6567d6f7'];['V2 Product based process model'];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'purchase order': 0.7686414122581482, 'approval': 0.5393943786621094};0.6540178954601288;4839245c-7b04-44ed-bc0a-d81ea9660fb9_Object_purchase order_Object_approval;0.5918419123657288;['Release Purchase Order'];['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];4839245c-7b04-44ed-bc0a-d81ea9660fb9_Object_purchase order_Object_approval;650
2c6663cf-62a3-4b32-a789-a4d8361095e7_Object_quantity_Object_purchase requisition item;Multi-object;;Alternate Succession[quantity, purchase requisition item] | | |;Binary;set();set();Alternate Succession;quantity;purchase requisition item;['c29402e332d24592b6ccf23de3668a31', 'c96e600ddb7e49189eded1583f241966', '888965671e5a4ffc8371d037ee42fe27', '0ea3220f423447bba8b74fc4eae266cb', '83ba731d4b054652b5f412d9f3156411'];['W4 - P1(INTERMEDIATE-TIMER ENEVT) ', 'W4-P2(START-TIMER-EVENT) (VACATION)', 'W4-P1(INTERMEDIATE-TIMER-EVENT) ', 'W4-P2(INTERMEDIATE-TIMER-EVENT)', 'W4-P2(Start-Timer-Event)(Vacation)'];8;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'quantity': 0.5027580261230469, 'purchase requisition item': 0.5633063316345215};0.5330321788787842;2c6663cf-62a3-4b32-a789-a4d8361095e7_Object_quantity_Object_purchase requisition item;0.505535412603809;['Change Quantity'];['Create Purchase Requisition Item'];2c6663cf-62a3-4b32-a789-a4d8361095e7_Object_quantity_Object_purchase requisition item;1951
